,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
357,6184.0,1969.0,PhD,Married,68462.0,0.0,0.0,12/12/19,6.0,561.0,64.0,785.0,84.0,128.0,48.0,1.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,6142.0,1943.0,Master,Married,65073.0,0.0,0.0,20/8/20,65.0,629.0,17.0,177.0,69.0,0.0,8.0,1.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
359,4107.0,1948.0,PhD,Together,46681.0,0.0,2.0,8/10/20,52.0,269.0,15.0,69.0,15.0,19.0,38.0,2.0,4.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,7274.0,1957.0,Graduation,Married,78618.0,0.0,0.0,28/9/19,87.0,736.0,163.0,818.0,212.0,163.0,61.0,1.0,4.0,7.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
361,9336.0,1969.0,PhD,Widow,62187.0,0.0,1.0,22/3/21,38.0,512.0,0.0,83.0,0.0,0.0,41.0,3.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,2958.0,1978.0,Graduation,Married,28442.0,2.0,0.0,24/2/21,53.0,19.0,3.0,10.0,11.0,8.0,6.0,3.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,933.0,1978.0,PhD,Married,37717.0,1.0,0.0,23/11/19,31.0,9.0,0.0,6.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,5837.0,1967.0,Graduation,Married,51479.0,1.0,1.0,28/12/19,67.0,247.0,8.0,160.0,6.0,8.0,65.0,7.0,6.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,10704.0,1969.0,Graduation,Single,54803.0,0.0,1.0,21/8/19,65.0,404.0,0.0,92.0,28.0,27.0,142.0,2.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,5125.0,1960.0,Graduation,Married,79530.0,0.0,0.0,17/5/20,64.0,333.0,0.0,815.0,129.0,42.0,29.0,1.0,4.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,4432.0,1976.0,Graduation,Divorced,31615.0,1.0,0.0,16/3/20,82.0,2.0,3.0,20.0,6.0,11.0,9.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,5955.0,1962.0,Graduation,Together,72025.0,0.0,0.0,17/11/19,27.0,833.0,33.0,549.0,151.0,133.0,233.0,1.0,4.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,2928.0,1975.0,PhD,Single,52614.0,0.0,1.0,1/12/19,63.0,789.0,0.0,142.0,12.0,9.0,38.0,2.0,2.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,5680.0,1984.0,2n Cycle,Married,35684.0,1.0,0.0,22/4/21,66.0,10.0,4.0,7.0,0.0,6.0,3.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,10313.0,1975.0,Graduation,Married,48178.0,1.0,1.0,28/10/19,69.0,159.0,4.0,45.0,6.0,2.0,38.0,6.0,5.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,2557.0,1970.0,Master,Single,29548.0,1.0,0.0,29/8/20,52.0,7.0,1.0,6.0,3.0,1.0,11.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
373,1245.0,1966.0,Graduation,Single,63810.0,0.0,1.0,11/11/19,45.0,977.0,12.0,253.0,16.0,12.0,101.0,4.0,4.0,3.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
374,1519.0,1972.0,PhD,Single,38578.0,1.0,1.0,22/6/20,2.0,38.0,4.0,22.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
375,10703.0,1975.0,Master,Single,46098.0,1.0,1.0,18/8/19,86.0,57.0,0.0,27.0,0.0,0.0,36.0,4.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,1726.0,1970.0,Graduation,Single,22585.0,0.0,0.0,18/3/20,23.0,3.0,9.0,15.0,13.0,2.0,39.0,1.0,1.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
377,4459.0,1989.0,Graduation,Single,30279.0,1.0,0.0,30/12/19,13.0,10.0,4.0,14.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,1729.0,1961.0,PhD,Together,66426.0,0.0,1.0,2/10/20,14.0,1043.0,24.0,97.0,32.0,24.0,157.0,2.0,3.0,5.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,1517.0,1969.0,Graduation,Single,30822.0,1.0,0.0,14/6/20,92.0,3.0,9.0,13.0,2.0,12.0,12.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,2098.0,1969.0,PhD,Married,33581.0,2.0,0.0,8/1/20,38.0,11.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,9543.0,1985.0,Graduation,Married,19986.0,1.0,0.0,14/11/20,74.0,3.0,6.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,6878.0,1954.0,Graduation,Widow,27421.0,0.0,0.0,12/12/19,14.0,43.0,12.0,96.0,78.0,40.0,55.0,3.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,3310.0,1973.0,2n Cycle,Married,35688.0,2.0,1.0,22/8/19,94.0,73.0,3.0,90.0,12.0,1.0,32.0,7.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,2724.0,1981.0,Master,Single,36143.0,1.0,0.0,30/3/21,33.0,12.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,948.0,1971.0,Graduation,Single,10245.0,1.0,0.0,15/5/20,32.0,4.0,7.0,7.0,6.0,4.0,13.0,3.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,6720.0,1968.0,Master,Together,43795.0,0.0,1.0,16/10/20,11.0,314.0,11.0,53.0,4.0,3.0,107.0,3.0,7.0,3.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
387,6202.0,1960.0,Graduation,Together,63381.0,0.0,1.0,5/10/19,78.0,571.0,50.0,142.0,33.0,50.0,159.0,4.0,4.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,2066.0,1949.0,Graduation,Together,38823.0,0.0,1.0,30/8/19,56.0,70.0,0.0,11.0,2.0,8.0,23.0,1.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,9799.0,1968.0,PhD,Divorced,83664.0,1.0,1.0,8/5/20,57.0,866.0,21.0,151.0,28.0,21.0,86.0,3.0,2.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,8318.0,1979.0,Graduation,Together,90300.0,0.0,0.0,3/1/21,7.0,594.0,134.0,786.0,33.0,134.0,57.0,0.0,5.0,6.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
391,5642.0,1979.0,Master,Together,62499.0,1.0,0.0,9/12/20,0.0,140.0,4.0,61.0,0.0,13.0,4.0,2.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,2669.0,1993.0,Graduation,Single,74293.0,0.0,0.0,4/5/21,66.0,375.0,152.0,335.0,93.0,91.0,81.0,1.0,5.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,455.0,1946.0,PhD,Married,51012.0,0.0,0.0,18/4/20,86.0,102.0,9.0,63.0,2.0,9.0,24.0,1.0,4.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,7683.0,1968.0,Master,Married,70777.0,0.0,1.0,25/2/21,80.0,554.0,35.0,113.0,0.0,7.0,78.0,3.0,5.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,3428.0,1991.0,PhD,Together,68682.0,0.0,0.0,6/10/20,56.0,919.0,0.0,505.0,99.0,30.0,45.0,1.0,4.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,7414.0,1971.0,Graduation,Married,43824.0,1.0,1.0,15/9/19,18.0,96.0,1.0,42.0,12.0,3.0,32.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,6354.0,1984.0,Graduation,Together,15345.0,1.0,0.0,31/8/19,51.0,5.0,2.0,16.0,3.0,2.0,19.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
398,798.0,1987.0,Graduation,Single,23442.0,1.0,0.0,24/12/19,71.0,2.0,0.0,6.0,8.0,6.0,5.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,8213.0,1980.0,2n Cycle,Together,14515.0,1.0,0.0,9/11/19,71.0,6.0,4.0,9.0,6.0,36.0,35.0,4.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400,2488.0,1956.0,2n Cycle,Divorced,31395.0,1.0,1.0,23/3/20,80.0,23.0,1.0,25.0,0.0,8.0,7.0,4.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,9999.0,1965.0,Graduation,Together,75276.0,0.0,0.0,27/9/19,2.0,610.0,105.0,125.0,137.0,42.0,21.0,1.0,9.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,7617.0,1974.0,Graduation,Single,42373.0,1.0,1.0,15/8/20,83.0,67.0,5.0,61.0,3.0,8.0,19.0,5.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,615.0,1960.0,Graduation,Together,30507.0,0.0,0.0,11/3/20,29.0,65.0,36.0,74.0,38.0,20.0,110.0,1.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,2552.0,1955.0,PhD,Single,55521.0,1.0,2.0,22/10/20,11.0,416.0,0.0,26.0,0.0,0.0,4.0,9.0,6.0,3.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
405,194.0,1965.0,Graduation,Married,48006.0,1.0,1.0,9/6/21,55.0,23.0,0.0,11.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,3645.0,1972.0,PhD,Single,27213.0,1.0,0.0,30/8/19,19.0,19.0,3.0,26.0,10.0,9.0,3.0,3.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
407,8890.0,1971.0,PhD,Divorced,65808.0,1.0,1.0,30/5/21,1.0,155.0,7.0,80.0,13.0,7.0,10.0,3.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,5049.0,1974.0,PhD,Together,30351.0,1.0,0.0,6/6/20,19.0,14.0,0.0,24.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,9973.0,1963.0,Graduation,Married,50437.0,0.0,2.0,17/10/19,28.0,370.0,9.0,92.0,6.0,9.0,4.0,3.0,7.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,7301.0,1982.0,2n Cycle,Single,23616.0,1.0,0.0,17/11/19,76.0,4.0,22.0,11.0,3.0,7.0,32.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
411,10882.0,1976.0,Graduation,Married,53858.0,0.0,1.0,9/11/19,50.0,407.0,53.0,221.0,58.0,150.0,26.0,4.0,4.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,7030.0,1955.0,PhD,Married,66465.0,0.0,1.0,30/3/20,1.0,1200.0,0.0,204.0,38.0,29.0,14.0,3.0,11.0,9.0,12.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
413,7422.0,1987.0,Graduation,Single,46923.0,1.0,0.0,22/8/19,90.0,85.0,44.0,54.0,102.0,78.0,6.0,3.0,5.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,3523.0,1962.0,Graduation,Together,75072.0,0.0,1.0,23/1/20,83.0,583.0,34.0,309.0,0.0,22.0,125.0,2.0,5.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,7106.0,1943.0,PhD,Married,75865.0,0.0,0.0,31/3/21,73.0,483.0,0.0,591.0,156.0,0.0,12.0,1.0,3.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,6504.0,1975.0,2n Cycle,Together,19789.0,1.0,0.0,20/11/20,24.0,2.0,5.0,9.0,28.0,6.0,28.0,3.0,2.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
417,5067.0,1994.0,Graduation,Together,80134.0,0.0,0.0,14/2/21,11.0,966.0,26.0,282.0,52.0,26.0,26.0,1.0,2.0,7.0,11.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
418,4216.0,1981.0,Graduation,Single,91065.0,0.0,0.0,22/2/20,33.0,822.0,114.0,108.0,179.0,137.0,114.0,1.0,7.0,9.0,9.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
419,8581.0,1971.0,Master,Married,49505.0,1.0,1.0,5/3/20,4.0,604.0,0.0,100.0,19.0,0.0,28.0,9.0,10.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,5929.0,1973.0,PhD,Married,37401.0,1.0,0.0,6/5/21,14.0,19.0,3.0,19.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,3129.0,1983.0,Graduation,Married,30096.0,1.0,0.0,22/5/21,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,6528.0,1982.0,Master,Together,18492.0,1.0,0.0,5/6/21,75.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,1361.0,1974.0,Master,Married,82584.0,0.0,0.0,4/6/20,26.0,1076.0,68.0,103.0,29.0,91.0,68.0,1.0,3.0,4.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
424,6932.0,1941.0,PhD,Married,93027.0,0.0,0.0,13/4/20,77.0,1285.0,42.0,716.0,55.0,0.0,21.0,0.0,7.0,10.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
425,7284.0,1953.0,Graduation,Married,48686.0,1.0,2.0,4/12/20,8.0,10.0,0.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,1340.0,1986.0,Graduation,Married,92910.0,0.0,0.0,24/4/21,42.0,551.0,137.0,792.0,179.0,103.0,33.0,1.0,6.0,7.0,13.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
427,8746.0,1989.0,Graduation,Married,75433.0,1.0,0.0,5/4/21,28.0,800.0,0.0,297.0,0.0,34.0,57.0,2.0,2.0,5.0,10.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
428,5987.0,1989.0,2n Cycle,Together,10404.0,1.0,0.0,4/5/21,52.0,2.0,2.0,11.0,10.0,6.0,12.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,3767.0,1968.0,Graduation,Married,61314.0,0.0,1.0,25/4/20,1.0,378.0,0.0,189.0,97.0,172.0,172.0,2.0,5.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,3725.0,1961.0,PhD,Single,84865.0,0.0,0.0,9/5/20,1.0,1248.0,16.0,349.0,43.0,16.0,16.0,1.0,2.0,4.0,9.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
431,4324.0,1989.0,Graduation,Married,42387.0,1.0,0.0,29/10/19,42.0,235.0,0.0,235.0,19.0,4.0,191.0,5.0,8.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,238.0,1967.0,2n Cycle,Together,67309.0,1.0,1.0,23/1/20,76.0,515.0,47.0,181.0,149.0,95.0,95.0,15.0,9.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,6694.0,1964.0,Graduation,Married,75236.0,0.0,1.0,25/11/20,27.0,438.0,66.0,400.0,12.0,38.0,114.0,1.0,8.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,498.0,1970.0,Graduation,Single,30015.0,1.0,0.0,2/2/21,28.0,25.0,0.0,22.0,2.0,3.0,5.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,9347.0,1956.0,Master,Together,50943.0,0.0,1.0,21/6/20,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,9699.0,1966.0,Graduation,Divorced,67272.0,0.0,1.0,21/12/20,12.0,357.0,35.0,271.0,28.0,28.0,14.0,3.0,6.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,10664.0,1949.0,Master,Widow,51529.0,0.0,1.0,7/9/20,14.0,400.0,4.0,35.0,6.0,0.0,22.0,2.0,9.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,5455.0,1971.0,PhD,Married,32011.0,1.0,0.0,22/8/20,89.0,99.0,0.0,15.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,456.0,1986.0,2n Cycle,Married,7500.0,1.0,0.0,7/2/20,96.0,1.0,11.0,5.0,4.0,6.0,9.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,5012.0,1989.0,Graduation,Married,28691.0,1.0,0.0,4/7/20,56.0,5.0,4.0,13.0,8.0,0.0,4.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,7495.0,1948.0,PhD,Married,56223.0,0.0,1.0,20/12/20,72.0,77.0,28.0,31.0,16.0,0.0,4.0,2.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,5029.0,1946.0,Graduation,Married,18100.0,0.0,0.0,6/8/20,14.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,10642.0,1989.0,Graduation,Single,30279.0,1.0,0.0,30/12/19,13.0,10.0,4.0,14.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,2106.0,1974.0,2n Cycle,Married,20130.0,0.0,0.0,17/3/21,99.0,0.0,6.0,3.0,7.0,6.0,12.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,10364.0,1959.0,Graduation,Divorced,23295.0,0.0,0.0,13/7/20,72.0,0.0,0.0,1.0,2.0,12.0,5.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,5954.0,1972.0,Master,Divorced,42618.0,1.0,0.0,9/10/20,92.0,76.0,14.0,74.0,13.0,5.0,10.0,2.0,5.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,1137.0,1964.0,Graduation,Single,81246.0,0.0,0.0,29/12/20,87.0,398.0,190.0,537.0,61.0,156.0,37.0,1.0,4.0,5.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
448,2541.0,1976.0,Graduation,Married,24027.0,1.0,0.0,9/6/20,7.0,14.0,7.0,11.0,11.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,1142.0,1953.0,PhD,Married,55707.0,0.0,1.0,22/12/20,91.0,208.0,7.0,82.0,30.0,66.0,35.0,2.0,3.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,2276.0,1955.0,Graduation,Single,57959.0,0.0,1.0,2/5/20,71.0,430.0,16.0,322.0,43.0,24.0,33.0,5.0,4.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,2807.0,1969.0,Graduation,Married,56796.0,0.0,1.0,16/2/20,24.0,656.0,38.0,161.0,62.0,47.0,37.0,3.0,8.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,6471.0,1971.0,Master,Single,36230.0,1.0,0.0,17/10/20,17.0,14.0,2.0,30.0,8.0,2.0,3.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,6131.0,1980.0,2n Cycle,Married,70829.0,1.0,1.0,1/12/20,87.0,141.0,70.0,106.0,72.0,19.0,23.0,2.0,4.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,6233.0,1976.0,Graduation,Married,65991.0,0.0,1.0,7/9/19,21.0,507.0,19.0,364.0,25.0,47.0,9.0,3.0,9.0,5.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,4148.0,1972.0,Graduation,Married,38988.0,1.0,2.0,20/8/19,90.0,164.0,24.0,103.0,12.0,3.0,42.0,7.0,5.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,4947.0,1966.0,2n Cycle,Single,89572.0,0.0,0.0,15/9/19,44.0,606.0,24.0,974.0,197.0,194.0,64.0,1.0,7.0,7.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
457,3225.0,1984.0,Master,Married,42207.0,1.0,0.0,1/4/20,71.0,116.0,11.0,72.0,3.0,17.0,46.0,4.0,4.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
458,7540.0,1952.0,Graduation,Married,50300.0,0.0,1.0,25/5/21,52.0,143.0,15.0,60.0,24.0,23.0,5.0,2.0,2.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,10648.0,1982.0,2n Cycle,Together,66664.0,0.0,0.0,25/9/19,78.0,398.0,96.0,447.0,220.0,96.0,32.0,1.0,5.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,1992.0,1964.0,Graduation,Married,60597.0,0.0,1.0,1/1/21,2.0,522.0,0.0,257.0,32.0,16.0,66.0,4.0,2.0,2.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
461,7851.0,1949.0,Graduation,Widow,70165.0,0.0,0.0,22/9/20,60.0,161.0,0.0,253.0,199.0,191.0,122.0,1.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,8594.0,1958.0,PhD,Widow,50520.0,0.0,1.0,28/1/21,25.0,112.0,0.0,6.0,2.0,1.0,14.0,2.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,7059.0,1963.0,Graduation,Married,80124.0,0.0,0.0,26/6/21,47.0,483.0,84.0,398.0,205.0,84.0,241.0,1.0,3.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
464,2815.0,1975.0,Graduation,Married,33183.0,1.0,0.0,24/2/21,46.0,7.0,5.0,39.0,17.0,15.0,37.0,2.0,4.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,2416.0,1969.0,PhD,Single,66582.0,0.0,0.0,3/3/21,83.0,789.0,25.0,420.0,16.0,38.0,0.0,1.0,2.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,7999.0,1955.0,PhD,Together,75261.0,0.0,0.0,23/4/20,17.0,1239.0,17.0,413.0,23.0,34.0,17.0,1.0,5.0,6.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
467,9213.0,1970.0,Graduation,Widow,31880.0,1.0,0.0,31/10/19,13.0,4.0,1.0,5.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,9697.0,1951.0,Graduation,Married,53790.0,0.0,2.0,6/3/21,86.0,335.0,42.0,127.0,28.0,5.0,5.0,3.0,7.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,3916.0,1971.0,PhD,Together,49269.0,1.0,0.0,15/8/19,92.0,639.0,8.0,166.0,11.0,8.0,58.0,3.0,7.0,3.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,2021.0,1975.0,Graduation,Married,61456.0,0.0,1.0,27/3/20,47.0,563.0,76.0,384.0,84.0,192.0,89.0,4.0,6.0,10.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,1581.0,1980.0,Graduation,Married,37406.0,1.0,0.0,10/10/20,18.0,2.0,0.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
472,564.0,1981.0,PhD,Together,56937.0,1.0,0.0,4/8/19,81.0,746.0,8.0,125.0,11.0,8.0,8.0,7.0,8.0,6.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
473,6619.0,1978.0,Graduation,Married,38415.0,1.0,1.0,2/1/20,91.0,22.0,1.0,13.0,4.0,0.0,4.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,9081.0,1988.0,Graduation,Single,20518.0,1.0,0.0,18/5/21,58.0,4.0,1.0,6.0,4.0,1.0,9.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,178.0,1956.0,Graduation,Married,62503.0,0.0,1.0,18/2/20,40.0,478.0,0.0,193.0,110.0,75.0,117.0,4.0,8.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,916.0,1972.0,PhD,Single,41644.0,1.0,1.0,9/5/21,67.0,20.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
